norm_iri;content;content_clean
dio~di101-0318~1;"<sco>
    <sec>
      <p>
        <strong>I. Unter Petrus</strong>
      </p>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>S(ANCTVS) PETRVS.</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>
        <lin>Jch glaube an GOTT den / allmächtigen Vater, Schöpfer / des / Himmels und der Erde</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>II. Unter Johannes</strong>
      </p>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>S(ANCTVS) IOHANNES ∙</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>
        <lin>Vnd an JESUS CHRISTUS<appalpha id=""footnotes-appalpha-dio-di101-0318-a"">a)</appalpha> / Seinen eingeborenen Sohn, / unsern Herrn,</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>III. Unter Philippus</strong>
      </p>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>S(ANCTVS) PHILIPPVS</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>
        <lin>Der empfangen ist vom / Heiligen Geist, geboren aus / Maria der Jungfrau, </lin>
      </par>
    </sec>
    <sec>
      <par>

</par>
    </sec>
    <sec>
      <p>
        <strong>IV. Unter Bartholomäus</strong>
      </p>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>∙ S(ANCTVS) BARTHOLOMÄVS</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>

</par>
    </sec>
    <sec>
      <par>
        <lin>gelitten unter Pontius / Pilatus, gekreuzigt, / gestorben und begra=/ben</lin>
      </par>
    </sec>
    <sec>
      <par>

</par>
    </sec>
    <sec>
      <p>
        <strong>V. Unter der verlorenen Figur des Andreas</strong>
      </p>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>∙ S(ANCTVS) ANDREAS ∙</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>
        <lin>Abgestiegen zu der Hölle / und am dritten Tage wieder<appalpha id=""footnotes-appalpha-dio-di101-0318-b"">b)</appalpha> / auferstanden von den Toten</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>VI. Unter der verlorenen Figur Jakobs d. Älteren</strong>
      </p>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>∙ S(ANCTVS) JACOB DER ÄLTER</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>

</par>
    </sec>
    <sec>
      <par>
        <lin>Aufgefahren in den Him(m)el, /sitzet zur Rechten Gottes / des allmächtigen Vaters </lin>
      </par>
    </sec>
    <sec>
      <par>

</par>
    </sec>
    <sec>
      <p>
        <strong>VII. Unter Christus, auf der Tafel</strong>
      </p>
      <par>
        <lin>EVNTES IN MVN=/DVM PR<lig>AE</lig>DICATE / EVANGELIVM MARC(VS)<appalpha id=""footnotes-appalpha-dio-di101-0318-c"">c)</appalpha> 16.15 </lin>
      </par>
    </sec>
    <sec>
      <par>

</par>
    </sec>
    <sec>
      <p>
        <strong>VIII. Unter Johannes dem Täufer</strong>
      </p>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>S(ANCTVS) IOA<lig>NN</lig>ES<appalpha id=""footnotes-appalpha-dio-di101-0318-d"">d)</appalpha> PR<lig>AE</lig>CVRSOR<appalpha id=""footnotes-appalpha-dio-di101-0318-e"">e)</appalpha> D(OMI)NI .</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>
        <lin>INTER NATOS NON MAJOR / EGO VOX CLAMANTIS / IN DESERTO</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>IX. Unter Thomas</strong>
      </p>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>∙ S(ANCTVS) THOMAS ∙</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>

</par>
    </sec>
    <sec>
      <par>
        <lin>Von dannen er ko=/m(m)en wird zu Rich=/ten die lebendig̣ẹṇ / und die Todten</lin>
      </par>
    </sec>
    <sec>
      <par>

</par>
    </sec>
    <sec>
      <p>
        <strong>X. Unter Matthäus</strong>
      </p>
      <par>

</par>
    </sec>
    <sec>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>∙ S(ANCTVS) MATTHEVS ∙</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>
        <lin>Ich glaube an den / heiligen Geist</lin>
      </par>
    </sec>
    <sec>
      <par>

</par>
    </sec>
    <sec>
      <p>
        <strong>XI. Unter Jakob dem Jüngeren</strong>
      </p>
      <par>

</par>
    </sec>
    <sec>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>S(ANCTVS) JACOB DER KLEINER</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>

</par>
    </sec>
    <sec>
      <par>
        <lin>Ich glaube eine Heil=/ige Christliche Kirche · / Gemeinschaft / der Heiligen ∙</lin>
      </par>
    </sec>
    <sec>
      <par>

</par>
    </sec>
    <sec>
      <p>
        <strong>XII. Unter Simon</strong>
      </p>
      <par>

</par>
    </sec>
    <sec>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>∙ S(ANCTVS) SIMON ∙</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>
        <lin>Jch glaub ein / Vergebung der / Sünden ·</lin>
      </par>
    </sec>
    <sec>
      <par>

</par>
    </sec>
    <sec>
      <p>
        <strong>XIII. Unter Judas Thaddäus</strong>
      </p>
      <par>

</par>
    </sec>
    <sec>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>S(ANCTVS) JVDAS THADEVS ∙</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>
        <lin>Aufferstehung des / Fleisches ∙</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>XIV. Unter Matthias</strong>
      </p>
      <par>

</par>
    </sec>
    <sec>
      <p>1. Auf dem Rahmen</p>
      <par>
        <lin>∙ S(ANCTVS) MATTHIAS</lin>
      </par>
    </sec>
    <sec>
      <p>2. Auf der Tafel</p>
      <par>
        <lin>Ḍạṇṇ ein [e]ẉiges / Leben Amen ·</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>XV. Neben Matthias</strong>
      </p>
      <par>
        <lin>Mẹrṭan ∙ / Ṿ[...]ṃaịṛ ∙ / R[EN]OVATV(M)</lin>
      </par>
    </sec>
  </sco>";I. Unter Petrus 1. Auf dem Rahmen S(ANCTVS) PETRVS. 2. Auf der Tafel Jch glaube an GOTT den / allmächtigen Vater, Schöpfer / des / Himmels und der Erde II. Unter Johannes 1. Auf dem Rahmen S(ANCTVS) IOHANNES ∙ 2. Auf der Tafel Vnd an JESUS CHRISTUSa) / Seinen eingeborenen Sohn, / unsern Herrn, III. Unter Philippus 1. Auf dem Rahmen S(ANCTVS) PHILIPPVS 2. Auf der Tafel Der empfangen ist vom / Heiligen Geist, geboren aus / Maria der Jungfrau, IV. Unter Bartholomäus 1. Auf dem Rahmen ∙ S(ANCTVS) BARTHOLOMÄVS 2. Auf der Tafel gelitten unter Pontius / Pilatus, gekreuzigt, / gestorben und begra=/ben V. Unter der verlorenen Figur des Andreas 1. Auf dem Rahmen ∙ S(ANCTVS) ANDREAS ∙ 2. Auf der Tafel Abgestiegen zu der Hölle / und am dritten Tage wiederb) / auferstanden von den Toten VI. Unter der verlorenen Figur Jakobs d. Älteren 1. Auf dem Rahmen ∙ S(ANCTVS) JACOB DER ÄLTER 2. Auf der Tafel Aufgefahren in den Him(m)el, /sitzet zur Rechten Gottes / des allmächtigen Vaters VII. Unter Christus, auf der Tafel EVNTES IN MVN=/DVM PRAEDICATE / EVANGELIVM MARC(VS)c) 16.15 VIII. Unter Johannes dem Täufer 1. Auf dem Rahmen S(ANCTVS) IOANNESd) PRAECVRSORe) D(OMI)NI . 2. Auf der Tafel INTER NATOS NON MAJOR / EGO VOX CLAMANTIS / IN DESERTO IX. Unter Thomas 1. Auf dem Rahmen ∙ S(ANCTVS) THOMAS ∙ 2. Auf der Tafel Von dannen er ko=/m(m)en wird zu Rich=/ten die lebendig̣ẹṇ / und die Todten X. Unter Matthäus 1. Auf dem Rahmen ∙ S(ANCTVS) MATTHEVS ∙ 2. Auf der Tafel Ich glaube an den / heiligen Geist XI. Unter Jakob dem Jüngeren 1. Auf dem Rahmen S(ANCTVS) JACOB DER KLEINER 2. Auf der Tafel Ich glaube eine Heil=/ige Christliche Kirche · / Gemeinschaft / der Heiligen ∙ XII. Unter Simon 1. Auf dem Rahmen ∙ S(ANCTVS) SIMON ∙ 2. Auf der Tafel Jch glaub ein / Vergebung der / Sünden · XIII. Unter Judas Thaddäus 1. Auf dem Rahmen S(ANCTVS) JVDAS THADEVS ∙ 2. Auf der Tafel Aufferstehung des / Fleisches ∙ XIV. Unter Matthias 1. Auf dem Rahmen ∙ S(ANCTVS) MATTHIAS 2. Auf der Tafel Ḍạṇṇ ein [e]ẉiges / Leben Amen · XV. Neben Matthias Mẹrṭan ∙ / Ṿ[...]ṃaịṛ ∙ / R[EN]OVATV(M)
dio~di101-0319~1;"<sco>
    <sec>
      <p>
        <strong>I. Erste Tafel von Norden</strong>
      </p>
      <par>
        <lin>Es ist nichts fröhliches auf Erden.</lin>
        <lin>Es wird alles nur ärger werden.</lin>
        <lin>Grieg hunger Sterben und all plag</lin>
        <lin>Wird kommen vor den jüngsten Tag.</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>II. Zweite Tafel von Norden</strong>
      </p>
      <par>
        <lin>Hoffart[h auff erd nicht mag]<appalpha id=""footnotes-appalpha-dio-di101-0319-a"">a)</appalpha> bestan,</lin>
        <lin>Bey [hoffarth niemand wo]hnen<appalpha id=""footnotes-appalpha-dio-di101-0319-b"">b)</appalpha> kan.</lin>
        <lin>Der [hoffarth treibt, den nied]rigt<appalpha id=""footnotes-appalpha-dio-di101-0319-c"">c)</appalpha> gott,</lin>
        <lin>Die[muth Er allzeit]<appalpha id=""footnotes-appalpha-dio-di101-0319-d"">d)</appalpha> hat<appalpha id=""footnotes-appalpha-dio-di101-0319-e"">e)</appalpha>.</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>III. Dritte Tafel von Norden</strong>
      </p>
      <par>
        <lin>Hastu vor andern glück und macht,</lin>
        <lin>dein hertz nach rechte tugend tracht</lin>
        <lin>durch Rittersbil und manglig werk</lin>
        <lin>laß nicht verliren<appalpha id=""footnotes-appalpha-dio-di101-0319-f"">f)</appalpha> deine Stärk.</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>IV. Vierte Tafel von Norden</strong>
      </p>
      <par>
        <lin>Die Zeit die du verleurst mit Jagn</lin>
        <lin>Die wirst du zwar noch sch<lig>me</lig>rzlich cl<lig>ag</lig>n</lin>
        <lin>Rüff laut zu gott, gar offt vnd vil,</lin>
        <lin>Das sey dein hundt vnd vederspil<appalpha id=""footnotes-appalpha-dio-di101-0319-g"">g)</appalpha>.</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>V. Fünfte Tafel von Norden</strong>
      </p>
      <par>
        <lin>Wer rhu will haben auff erden,</lin>
        <lin>der mag dort vnruhig werden.</lin>
        <lin>wilt du bey Christo Jmer sein,</lin>
        <lin>Richt dich eß muß gecreutzigt sein<appalpha id=""footnotes-appalpha-dio-di101-0319-g"">g)</appalpha>.</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>VI. Sechste Tafel von Norden</strong>
      </p>
      <par>
        <lin>Nit frew dich deines feindes Todt</lin>
        <lin>Wir müssen all zu diser Not ∙</lin>
        <lin>komen, da hilfft nichtsz darfür</lin>
        <lin>Er komt eim ieden für die Thür<appalpha id=""footnotes-appalpha-dio-di101-0319-g"">g)</appalpha> ∙</lin>
      </par>
    </sec>
  </sco>";I. Erste Tafel von Norden Es ist nichts fröhliches auf Erden. Es wird alles nur ärger werden. Grieg hunger Sterben und all plag Wird kommen vor den jüngsten Tag. II. Zweite Tafel von Norden Hoffart[h auff erd nicht mag]a) bestan, Bey [hoffarth niemand wo]hnenb) kan. Der [hoffarth treibt, den nied]rigtc) gott, Die[muth Er allzeit]d) hate). III. Dritte Tafel von Norden Hastu vor andern glück und macht, dein hertz nach rechte tugend tracht durch Rittersbil und manglig werk laß nicht verlirenf) deine Stärk. IV. Vierte Tafel von Norden Die Zeit die du verleurst mit Jagn Die wirst du zwar noch schmerzlich clagn Rüff laut zu gott, gar offt vnd vil, Das sey dein hundt vnd vederspilg). V. Fünfte Tafel von Norden Wer rhu will haben auff erden, der mag dort vnruhig werden. wilt du bey Christo Jmer sein, Richt dich eß muß gecreutzigt seing). VI. Sechste Tafel von Norden Nit frew dich deines feindes Todt Wir müssen all zu diser Not ∙ komen, da hilfft nichtsz darfür Er komt eim ieden für die Thürg) ∙
dio~di101-0320~1;"<sco>
    <sec>
      <p>
        <strong>I. Scheibe WII.2</strong>
      </p>
      <par>
        <lin>E[u]femia ∙ Grefin zu Ortenburg ∙ geborn[e fre]ỵin zu ∙ Spaur Seinn ∙ gemahel ∙ 1571 ∙</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>II. Scheibe WII.7</strong>
      </p>
      <par>
        <lin>Rapato Margraue M . CC . LIIII . zu Crayburg . Vnd Graue zu Ortenburg</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>III. Scheibe WII.9</strong>
      </p>
      <par>
        <lin>Agnes Gebornne ∙ Khonigin ∙ in Vnngern Sein Gemachel ∙ Anno ∙ ∙ Dominy ∙ 13 ∙ 60</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>IV. Scheibe WII.10</strong>
      </p>
      <par>
        <lin>[--- G]REFIN<appalpha id=""footnotes-appalpha-dio-di101-0320-a"">a)</appalpha> ∙ ZV ∙ ORTENBVRG ∙ GEBOR<lig>NE</lig> ∙ V(ON) ∙ RORBACH ∙ FREYIN ∙ ZV ∙ NENBVRG<appalpha id=""footnotes-appalpha-dio-di101-0320-b"">b)</appalpha> ∙ AM ∙ IN<appalpha id=""footnotes-appalpha-dio-di101-0320-b"">b)</appalpha></lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>V. Scheibe WII.11</strong>
      </p>
      <par>
        <lin>[---]<appalpha id=""footnotes-appalpha-dio-di101-0320-a"">a)</appalpha> ∙ Lantgrauin<appalpha id=""footnotes-appalpha-dio-di101-0320-c"">c)</appalpha> . zu Leuchtenberg . gräuin zu He[---]<appalpha id=""footnotes-appalpha-dio-di101-0320-a"">a)</appalpha></lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>VI. Scheibe WII.12</strong>
      </p>
      <par>
        <lin>Heinrich Graue . zu Ortenburg ∙ ANNO<appalpha id=""footnotes-appalpha-dio-di101-0320-d"">d)</appalpha> M . CCCXXXV .</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>VII. Scheibe WII.13</strong>
      </p>
      <par>
        <lin>Sophia Geborne . [---]<appalpha id=""footnotes-appalpha-dio-di101-0320-e"">e)</appalpha> Sein Gemahl . M . CCCXXXV .</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>VIII. Scheibe WII.14</strong>
      </p>
      <par>
        <lin>[---]<appalpha id=""footnotes-appalpha-dio-di101-0320-a"">a)</appalpha> ∙ SEBASTIAN ∙ GRAF ∙ ZV ∙ ∙ ORTENBVRG<appalpha id=""footnotes-appalpha-dio-di101-0320-c"">c)</appalpha> ∙</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>IX. Scheibe WII.15</strong>
      </p>
      <par>
        <lin>[---]<appalpha id=""footnotes-appalpha-dio-di101-0320-f"">f)</appalpha> Adelhait Geborne Burggrauin zu Nürnberg[---]<appalpha id=""footnotes-appalpha-dio-di101-0320-f"">f)</appalpha></lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>X. Scheibe WII.16</strong>
      </p>
      <par>
        <lin>Heinrich Graue zu Ortenburg M . CC . XXX<appalpha id=""footnotes-appalpha-dio-di101-0320-c"">c)</appalpha> .</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>XI. Scheibe WII.17</strong>
      </p>
      <par>
        <lin>Richiza Geporne Marggrauin zu Hohenburg . Sein . Gemahelin M . CCXXX</lin>
      </par>
    </sec>
  </sco>";I. Scheibe WII.2 E[u]femia ∙ Grefin zu Ortenburg ∙ geborn[e fre]ỵin zu ∙ Spaur Seinn ∙ gemahel ∙ 1571 ∙ II. Scheibe WII.7 Rapato Margraue M . CC . LIIII . zu Crayburg . Vnd Graue zu Ortenburg III. Scheibe WII.9 Agnes Gebornne ∙ Khonigin ∙ in Vnngern Sein Gemachel ∙ Anno ∙ ∙ Dominy ∙ 13 ∙ 60 IV. Scheibe WII.10 [--- G]REFINa) ∙ ZV ∙ ORTENBVRG ∙ GEBORNE ∙ V(ON) ∙ RORBACH ∙ FREYIN ∙ ZV ∙ NENBVRGb) ∙ AM ∙ INb) V. Scheibe WII.11 [---]a) ∙ Lantgrauinc) . zu Leuchtenberg . gräuin zu He[---]a) VI. Scheibe WII.12 Heinrich Graue . zu Ortenburg ∙ ANNOd) M . CCCXXXV . VII. Scheibe WII.13 Sophia Geborne . [---]e) Sein Gemahl . M . CCCXXXV . VIII. Scheibe WII.14 [---]a) ∙ SEBASTIAN ∙ GRAF ∙ ZV ∙ ∙ ORTENBVRGc) ∙ IX. Scheibe WII.15 [---]f) Adelhait Geborne Burggrauin zu Nürnberg[---]f) X. Scheibe WII.16 Heinrich Graue zu Ortenburg M . CC . XXXc) . XI. Scheibe WII.17 Richiza Geporne Marggrauin zu Hohenburg . Sein . Gemahelin M . CCXXX
dio~di101-0321~1;"<sco>
    <sec>
      <snr>I. </snr>
      <par>
        <lno>Agnes Geporne Königin in Vngarn Pfaltzgräfin Bey Rhein Hertzogin Jn Baijrn Sein Gemahelin . M . CCCXXX VIII<appalpha id=""footnotes-appalpha-dio-di101-0321-a"">a)</appalpha></lno>
      </par>
    </sec>
    <sec>
      <snr>II. </snr>
      <par>
        <lno>Joachim Graue zu Ortenburg Der ∙ Elttern ∙ G(rafen) Anno Domini<appalpha id=""footnotes-appalpha-dio-di101-0321-b"">b)</appalpha> ∙ 1574 ∙</lno>
      </par>
    </sec>
    <sec>
      <snr>III. </snr>
      <par>
        <lno>+ VRSVLA ∙ GREFIN ∙ ZV ∙ ORTENBVRG ∙ GEBORNE ∙ FVGGERIN ∙ FREYIN ∙ ZV ∙ KIRCHBERG ∙ VND ∙ WEISHORN</lno>
      </par>
    </sec>
  </sco>";I. Agnes Geporne Königin in Vngarn Pfaltzgräfin Bey Rhein Hertzogin Jn Baijrn Sein Gemahelin . M . CCCXXX VIIIa) II. Joachim Graue zu Ortenburg Der ∙ Elttern ∙ G(rafen) Anno Dominib) ∙ 1574 ∙ III. + VRSVLA ∙ GREFIN ∙ ZV ∙ ORTENBVRG ∙ GEBORNE ∙ FVGGERIN ∙ FREYIN ∙ ZV ∙ KIRCHBERG ∙ VND ∙ WEISHORN
dio~di101-0322~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Hie liegt Walburga Maierhoferin, Wilhelmen Haypekhens Hausfrau</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>15..<appalpha id=""footnotes-appalpha-dio-di101-0322-a"">a)</appalpha></lno>
      </par>
    </sec>
  </sco>";I. Hie liegt Walburga Maierhoferin, Wilhelmen Haypekhens Hausfrau II. 15..a)
dio~di101-0323~1;"<sco>
    <sec>
      <par>
        <lno>h[ic]<appalpha id=""footnotes-appalpha-dio-di101-0323-a"">a)</appalpha> // fuit joh(ạṇṇẹ)ṣ / [.]se[..]g[..]</lno>
      </par>
    </sec>
  </sco>";h[ic]a) // fuit joh(ạṇṇẹ)ṣ / [.]se[..]g[..]
dio~di101-0324~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>IE(SU)S<appalpha id=""footnotes-appalpha-dio-di101-0324-a"">a)</appalpha></lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno><appnum id=""footnotes-appnum-dio-di101-0324-""/><lig>MAR</lig>IA<appalpha id=""footnotes-appalpha-dio-di101-0324-b"">b)</appalpha></lno>
      </par>
    </sec>
    <sec>
      <snr>III.</snr>
      <par>
        <lno><appnum id=""footnotes-appnum-dio-di101-0324-""/>I(OHANN) G(ABLER) M(ARIA) M(ÜNSINGER)</lno>
      </par>
    </sec>
  </sco>";I. IE(SU)Sa) II. MARIAb) III. I(OHANN) G(ABLER) M(ARIA) M(ÜNSINGER)
dio~di101-0325~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>+ MICHAEL ∙ SINGERL ∙ ZECH ∙ PROBST + CHRISTOF ∙ SEISER ∙ GOSS ∙ MICH<appalpha id=""footnotes-appalpha-dio-di101-0325-a"">a)</appalpha></lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>1601</lno>
      </par>
    </sec>
  </sco>";I. + MICHAEL ∙ SINGERL ∙ ZECH ∙ PROBST + CHRISTOF ∙ SEISER ∙ GOSS ∙ MICHa) II. 1601
dio~di101-0326~1;"<sco>
<sec>

<par>
<lno>F(RATER) I. C. OBI=/IT IX. SE=/PTE(M)B(RIS) AN=/NO . M . DCII. </lno>
</par>
</sec>
</sco>";F(RATER) I. C. OBI=/IT IX. SE=/PTE(M)B(RIS) AN=/NO . M . DCII.
dio~di101-0327~1;"<sco>
    <sec>
      <p>
        <strong>I.</strong>
      </p>
      <par>
        <lin>MONVMENTI<appalpha id=""footnotes-appalpha-dio-di101-0327-a"">a)</appalpha> LOCO ILLV=/STRI AC GENEROSO COMITI, HENRICO, / ANTIQVIORIS PROSAPI<lig>AE</lig>, IN ORTENBVRG ET / DOMINO IN SELDENAU etc. FRIDERICI, IV. ELE=/CTORIS PALAT(INI) TOTOS ANNOS XVI. CONSILIARIVS, / ET PRAEFECTVS PROVINCIALIS IN WALDECK, H<lig>AE</lig>C / TABULA MARMORMEA<appalpha id=""footnotes-appalpha-dio-di101-0327-b"">b)</appalpha> AFFIGEBATVR. QVI SPIRI=/TVM <lig>AE</lig>TERNO NVMINI, Â<appalpha id=""footnotes-appalpha-dio-di101-0327-c"">c)</appalpha> QVO ACCEPERAT, CERTA<appalpha id=""footnotes-appalpha-dio-di101-0327-c"">c)</appalpha> / FIDE IN CHRISTVM, RESURRECTIONIS SPE FRETVS / REDDIDIT. HABUIT IN MATRIM(ONIO) GENEROSAS CON=/IVGES DUAS. QVAR(UM) PRIMA FVIT, ANNA IACOBE / FUGGERIA, EX QVA RELICTA FILIA ETIAMNVM LV=/CIA EVPHEMIA, ALTERA VERO, IOHANNETA DE WIN=/NENBURG ET BEIHELSTEIN. CUM QVA SINE EX=/EMPLO, AST IN EXEMPLUM, VIXIT. XVI. ANN(OS) EX / HAC PROGENUIT FILIAM ITIDEM VNAM, QV<lig>AE</lig> / NVNC BEATORUM FRUITUR CONSORTIO. / FILIOS AUTEM TRES, FRIDERICUM CASIMI=/RVM, IOHANNEM PHILIPPUM, ET HENRICUM, / OMNES SUPERSTITES<appalpha id=""footnotes-appalpha-dio-di101-0327-d"">d)</appalpha>. / OBIIT ANNO CHRISTI. M<appalpha id=""footnotes-appalpha-dio-di101-0327-e"">e)</appalpha>. DC III. / SELDENAVI. <lig>AE</lig>PUD<appalpha id=""footnotes-appalpha-dio-di101-0327-b"">b)</appalpha> NOS; CUM / VIXISSET ANNOS. XLVII.</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>II. Wappenbeischrift:</strong>
      </p>
      <par>
        <lin>Anna Jacob<lig>ae</lig> / Fuggerin sein Er=/ste Gemahl<appnum id=""footnotes-appnum-dio-di101-0327-2"">2)</appnum> ∙</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>III. Wappenbeischrift:</strong>
      </p>
      <par>
        <lin>Johannetta Fry=/frau von Winnen=/berg vnd Beihelstein<appnum id=""footnotes-appnum-dio-di101-0327-3"">3)</appnum></lin>
      </par>
    </sec>
  </sco>";"I. MONVMENTIa) LOCO ILLV=/STRI AC GENEROSO COMITI, HENRICO, / ANTIQVIORIS PROSAPIAE, IN ORTENBVRG ET / DOMINO IN SELDENAU etc. FRIDERICI, IV. ELE=/CTORIS PALAT(INI) TOTOS ANNOS XVI. CONSILIARIVS, / ET PRAEFECTVS PROVINCIALIS IN WALDECK, HAEC / TABULA MARMORMEAb) AFFIGEBATVR. QVI SPIRI=/TVM AETERNO NVMINI, Âc) QVO ACCEPERAT, CERTAc) / FIDE IN CHRISTVM, RESURRECTIONIS SPE FRETVS / REDDIDIT. HABUIT IN MATRIM(ONIO) GENEROSAS CON=/IVGES DUAS. QVAR(UM) PRIMA FVIT, ANNA IACOBE / FUGGERIA, EX QVA RELICTA FILIA ETIAMNVM LV=/CIA EVPHEMIA, ALTERA VERO, IOHANNETA DE WIN=/NENBURG ET BEIHELSTEIN. CUM QVA SINE EX=/EMPLO, AST IN EXEMPLUM, VIXIT. XVI. ANN(OS) EX / HAC PROGENUIT FILIAM ITIDEM VNAM, QVAE / NVNC BEATORUM FRUITUR CONSORTIO. / FILIOS AUTEM TRES, FRIDERICUM CASIMI=/RVM, IOHANNEM PHILIPPUM, ET HENRICUM, / OMNES SUPERSTITESd). / OBIIT ANNO CHRISTI. Me). DC III. / SELDENAVI. AEPUDb) NOS; CUM / VIXISSET ANNOS. XLVII. II. Wappenbeischrift: Anna Jacobae / Fuggerin sein Er=/ste Gemahl2) ∙ III. Wappenbeischrift: Johannetta Fry=/frau von Winnen=/berg vnd Beihelstein3)"
